Review_Model,Competitor_Flag,HP_Class,Segment,Retailer,Comp_Model,Review_Date,Review_Name,Review_Rating,Review_Rating_Label,Review_Title,Review_Content,Seeding_Flag,Verified_Purchase_Flag,Promotion_Flag,Aggregation_Flag,People_Find_Helpful,Syndicated_Source,Response_Date,Response_Text,Response_Name,URL,Scraping_Date,Country,Orginal_Title,Orginal Title
HP ENVY 6055e,No,Vasari Base,ENVY,Amazon,Canon Pixma TS6420a,2024-09-17,Patricia D  Brumit,1,1-2-3-star,Cheaply made,"Did not like anything about it, it was returned",,Verified Purchase,,Model name: New,0,,,,,https://www.amazon.com/product-reviews/B08XYRVSRT/ref=cm_cr_arp_d_viewopt_fmt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=1&filterByStar=one_star&sortBy=recent,2024-09-18,UK,,
HP ENVY 6055e,No,Vasari Base,ENVY,Amazon,Canon Pixma TS6420a,2024-09-16,Grandma,1,1-2-3-star,Waste of money,"This printer has so many issues with software.  Error messages on every print, it prints double of every print request. I have searched for answers and from the extent of comments it is typical for this model.  I have tried all the suggestions and it will work once or twice and they all re-appear.  I am fed up.",,Verified Purchase,,Model name: New,0,,,,,https://www.amazon.com/product-reviews/B08XYRVSRT/ref=cm_cr_arp_d_viewopt_fmt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=1&filterByStar=one_star&sortBy=recent,2024-09-18,UK,,
HP ENVY 6055e,No,Vasari Base,ENVY,Amazon,Canon Pixma TS6420a,2024-09-15,Y,1,1-2-3-star,AVOID THIS NIGHTMARE ! ! !,"DO NOT buy the HP ENVY 6055e.I repeat, DO NOT BUY IT :(Worst piece of junk i've ever own compared to anything I've ever owned in my entire life!HP webpage won't help either.I bought it brand new, since day 1 until many years later, worst piece of garbage ever!Just save your time, which sadly I spent too much of my time trying to fix all the troubleshoots on this piece of garbage, so save your time, buy another brand, HP is no good anymore!",,,,Model name: New,0,,,,,https://www.amazon.com/product-reviews/B08XYRVSRT/ref=cm_cr_arp_d_viewopt_fmt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=1&filterByStar=one_star&sortBy=recent,2024-09-18,UK,,
HP ENVY 6055e,No,Vasari Base,ENVY,Amazon,Canon Pixma TS6420a,2024-09-15,1Gal2Islands,1,1-2-3-star,DOES NOT PRINT IN COLOR (MACBOOK),"This replaced my older Envy printer. The last one was perfect. This one prints well - fast and clear - in black and white, but it does NOT print in color. I can find no way in the app to choose color printing. I'm using a MacBook Air laptop with the most up-to-date operating system. If it printed in color, I'd give it five stars, but as it is, not worth the money.",,Verified Purchase,,Model name: New,0,,,,,https://www.amazon.com/product-reviews/B08XYRVSRT/ref=cm_cr_arp_d_viewopt_fmt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=1&filterByStar=one_star&sortBy=recent,2024-09-18,UK,,
HP ENVY 6055e,No,Vasari Base,ENVY,Amazon,Canon Pixma TS6420a,2024-09-15,Amazon Customer,1,1-2-3-star,"Errors, Ink Drain, More Errors",Expensive ink drains faster than any other printer I’ve owned.  Almost every print job inspires an error code that’s either real or the machine is reporting an error that isn’t happening— either way it’s a time suck and a frustration.,,Verified Purchase,,Model name: New,0,,,,,https://www.amazon.com/product-reviews/B08XYRVSRT/ref=cm_cr_arp_d_viewopt_fmt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=1&filterByStar=one_star&sortBy=recent,2024-09-18,UK,,
HP ENVY 6055e,No,Vasari Base,ENVY,Amazon,Canon Pixma TS6420a,2024-09-14,david Lutz,1,1-2-3-star,Better off with a paper weight,Waste of money. You will throw your life away trying to print a single document. The App they force you to use is a scam to consume your personnel information. If your document isn't in a PDF format it will not except your print request. This thing is limited and cheap. Don't waste your time or money.,,Verified Purchase,,Model name: New,0,,,,,https://www.amazon.com/product-reviews/B08XYRVSRT/ref=cm_cr_arp_d_viewopt_fmt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=1&filterByStar=one_star&sortBy=recent,2024-09-18,UK,,
HP ENVY 6055e,No,Vasari Base,ENVY,Amazon,Canon Pixma TS6420a,2024-09-13,Cypress3223,1,1-2-3-star,Garbage printer,"Printed 10 pictures and now it won’t print anything went through all HP troubleshooting steps and nothing fixed it. If you plan on printing pictures choose a better printer, the pic used is what it does now that’s it, printer is garbage and haven’t even owned it a month.",,Verified Purchase,,Model name: New,0,,,,,https://www.amazon.com/product-reviews/B08XYRVSRT/ref=cm_cr_arp_d_viewopt_fmt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=1&filterByStar=one_star&sortBy=recent,2024-09-18,UK,,
HP ENVY 6055e,No,Vasari Base,ENVY,Amazon,Canon Pixma TS6420a,2024-09-13,Kelsey A.,1,1-2-3-star,N/A,This printer was difficult to connect. The ink ran out immediately. I printed 2-3 pages and the ink needed to be replaced. Not worth the hype. Don’t recommend.,,Verified Purchase,,Model name: New,0,,,,,https://www.amazon.com/product-reviews/B08XYRVSRT/ref=cm_cr_arp_d_viewopt_fmt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=1&filterByStar=one_star&sortBy=recent,2024-09-18,UK,,
HP ENVY 6055e,No,Vasari Base,ENVY,Amazon,Canon Pixma TS6420a,2024-09-13,Pamela O.,1,1-2-3-star,Prints duplicate pages when copies =0 causing additional charges on HPInstant Ink.,The printer erroneously prints multiple copies when printing from my iPhone 15-on several occasions it printed several 10 page documents multiple times. This caused an overrun on my HP InstantInk plan and incurred additional charges. I have opened 2 cases to get the charges reversed and did not receive an answer on either. I cancelled my HPInstant Ink account to avoid further erroneous charges. I spent 6 hours with tech support/used the diagnostic tools to no avail-the only solution appears to be to stand over the printer and turn it off when it starts to generate an unwanted copy. If you buy this printer DO NOT purchase an HPInstantInk plan.,,Verified Purchase,,Model name: New,0,,,,,https://www.amazon.com/product-reviews/B08XYRVSRT/ref=cm_cr_arp_d_viewopt_fmt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=1&filterByStar=one_star&sortBy=recent,2024-09-18,UK,,
HP ENVY 6055e,No,Vasari Base,ENVY,Amazon,Canon Pixma TS6420a,2024-09-12,BarbR,1,1-2-3-star,NOT EASY TO USE,One gets what they pay for and this printer is difficult to operate in our opinion.,,Verified Purchase,,Model name: New,0,,,,,https://www.amazon.com/product-reviews/B08XYRVSRT/ref=cm_cr_arp_d_viewopt_fmt?ie=UTF8&reviewerType=all_reviews&formatType=current_format&pageNumber=1&filterByStar=one_star&sortBy=recent,2024-09-18,UK,,
